biblionumber;document_type;title;subtitle;authors;isbn;ean;date;publisher;pages;abstract;cover_url;holdings;opac_suppressed;list_no;list;list_sort
128237;LIVRE;"Mettre en œuvre un plan de classement";;"sous la direction de Bertrand Calenge";978-2-910227-74-6;9782910227746;2009;"Presses de l'Enssib";"1 volume (199 pages)";"Les espaces en libre accès réclament lisibilité et pertinence documentaire. Pour y parvenir, les bibliothécaires se trouvent confrontés à un triple défi : réussir à organiser les collections intellectuellement, mais aussi physiquement, dans un lieu particulier, et enfin tenir compte des publics et des usages. L’aménagement des espaces documentaires, et particulièrement la mise en œuvre de plans de classement, est une nécessité ressentie par les professionnels. Cet ouvrage fournit un mode opératoire précis, illustré à partir d’exemples concrets pour mener ce type de projet. La première partie concerne l’étude des collections et des spécificités architecturales, tandis que la deuxième partie est consacrée à la constitution du manuel de cotation, pour finir sur la maintenance et l’évolution du plan de classement dans le temps. Coordonné par Bertrand Calenge, ce volume est la boîte à outils indispensable à tous ceux qui ont à réaliser un tel chantier.";;"[{""library"": ""LIEGEARD"", ""location"": ""SL"", ""callnumber"": ""025 CAL""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.4 MET""},{""library"": ""DRAGUIGNAN"", ""location"": ""PEDAGOGIE"", ""callnumber"": ""025 CAL""},{""library"": ""LASH"", ""location"": ""SL1"", ""callnumber"": ""025.4 MET""},{""library"": ""MEDP"", ""location"": ""BUR"", ""callnumber"": ""Z 696 MET""}]";0;11;"fonds pro";title
130188;LIVRE;"Le livre, le numérique";;;978-2-07013812-8;9782070138128;2012;Gallimard;"1 vol. (192 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070.579 LIV""}]";0;11;"fonds pro";title
130197;LIVRE;"Accessibilité universelle et inclusion en bibliothèque";;"[Commission Handicap de l'Association des bibliothécaires français]";978-2-900177-50-1;9782900177501;2017;"ABF, Association des bibliothécaires de France";"1 volume (197 pages)";"Cette nouvelle édition met en lumière les évolutions fondamentales dans la manière dont les bibliothèques abordent l'accessibilité des lieux, des collections et des services. Plusieurs entrées vous permettront de répondre à (presque) toutes les questions posées si vous voulez initier ou poursuivre des projets inclusifs : qu'est-ce qu'une société inclusive ? Quels sont les cadres juridiques actuels ? Comment prendre en compte la diversité des publics : publics sourds et malentendants, dyslexiques, déficients visuels, publics en situation de handicap mental ou psychique... Quelles bonnes pratiques mettre en place (projet d'établissement, projets culturels, accès aux services et aux collections, accessibilité numérique, jeux vidéo...) ? Comment évaluer ? Contributions et retours d'expérience font également une large place à l'humain : comment associer les équipes, comment accueillir un personnel en situation de handicap, comme instaurer un accompagnement humain de qualité, quelles conduites adopter ?";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""027.6 ACC""}]";0;11;"fonds pro";title
131168;LIVRE;"Histoire de l'information scientifique et technique";;"Martine Comberousse";2-09-191015-5;9782091910154;1999;Nathan;"1 vol. (127 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.56 COM""},{""library"": ""LIEGEARD"", ""location"": ""SL"", ""callnumber"": ""020 COM""}]";0;11;"fonds pro";title
131180;LIVRE;"Développer et exploiter un fonds spécialisé";;"sous la direction de Georges Perrin";2-910227-25-1;9782910227258;1999;"École nationale supérieure des sciences de l'information et des bibliothèques";"1 volume (160 pages)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.2 DEV""}]";0;11;"fonds pro";title
131414;LIVRE;"Pierre Faucheux, le magicien du livre";;"propos, textes et témoignages recueillis par Marie-Christine Marquat";2-7654-0603-0;9782765406037;1995;"Éditions du Cercle de la librairie";"1 volume (271 pages)";;;"[{""library"": ""DRAGUIGNAN"", ""location"": ""PEDAGOGIE"", ""callnumber"": ""741.6 MAR""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070.509 MAR""}]";0;11;"fonds pro";title
131533;LIVRE;Auteur-éditeur;"création sous influence";"Laurence Santantonios";2-903911-67-3;9782903911676;2000;"L. Talmart";"1 volume (275 pages)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070.5 SAN""}]";0;11;"fonds pro";title
131609;LIVRE;"Grandes bibliothèques";;"Anthony Hobson";;;1971;Stock;"1 vol. (317 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""027 HOB""}]";0;11;"fonds pro";title
131915;LIVRE;"Offrir Internet en bibliothèque publique";;"par Gaëlle Enjalbert";2-7654-0844-0;9782765408444;2002;"Éd. du Cercle de la librairie";"1 volume (212 pages)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.5 ENJ""}]";0;11;"fonds pro";title
132041;LIVRE;"La véritable histoire de la Grande Bibliothèque";;"François Stasse";2-02-051761-2;9782020517614;2002;"Éd. du Seuil";"1 volume (205 pages)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""027.5 STA""}]";0;11;"fonds pro";title
132259;LIVRE;"La culture de l'information";"du livre au numérique";"Brigitte Juanals";2-7462-0691-9;9782746206915;2003;"Hermes science | Lavoisier";"1 volume (243 pages)";"Panorama des mutations de l'accès à l'information et au savoir. Le propos est de retracer le parcours évolutif de la culture de l'accès à l'information en distinguant ce qui relève de migrations d'éléments préexistants et de réelles mutations, avec les conséquences pour le lecteur. Illustré par l'analyse d'une pratique éditoriale, celle de l'Encyclopaedia universalis.";;"[{""library"": ""LIEGEARD"", ""location"": ""SL"", ""callnumber"": ""020 JUA""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070.579 JUA""},{""library"": ""GEORGEV"", ""location"": ""SL"", ""callnumber"": ""020 JUA""}]";0;11;"fonds pro";title
142980;LIVRE;"Apologie du livre";"demain, aujourd'hui, hier";"Robert Darnton";978-2-07-012846-4;9782070128464;2010;Gallimard;"1 vol. (218 p.)";;;"[{""library"": ""LIEGEARD"", ""location"": ""SL"", ""callnumber"": ""002 DAR""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""020 DAR""}]";0;11;"fonds pro";title
429548;LIVRE;"Les bibliothèques face au monde des données";;"Véronique Mesguich";978-2-37546-147-1;9782375461471;2023;"Presses de l'Enssib";"1 volume (185 pages)";"""« Penser données » ? Pourquoi et comment ? Tel est le défi, le nouveau paradigme, qui s'impose depuis trois décennies aux professionnels de l'information et des bibliothèques, et au-delà à l’ensemble de la société numérique et du marché du travail. Étayé par un propos clair, structuré et pédagogique, cet ouvrage de référence, très attendu par la profession, nous livre une vision panoramique synthétique aussi complète qu’accessible des enjeux de la donnée dans les organisations : bibliothèques dans la cité ou dans l’université. Préfacé par Emmanuelle Bermès, écrit par Véronique Mesguich, experte des enjeux de l’information et des stratégies numériques, ce vade-mecum permettra aux filières de l’information et du numérique, aux étudiants en préparation de concours comme aux tutelles de l’enseignement supérieur et de la recherche et des collectivités territoriales qui portent les politiques de gestion de la donnée, d’acquérir les indispensables codes, les compétences de base et les méthodes d’appropriation pour appréhender pas à pas et avec confiance le vaste monde des données. Avec l’objectif d’aborder l’ensemble des enjeux professionnels, de la transition bibliographique, du web sémantique, des données d’usage, de l’open data et l’open science, des données et métadonnées de la recherche, l’ambition de l’ouvrage est avant tout d’éclairer chaque face du monde des données, des technologies mobilisées aux politiques publiques, des législations en vigueur aux acteurs en présence et aux organisations pilotes, pour se conclure sur une cartographie des métiers et des compétences, sans jamais se départir d’un esprit critique sur les biais, les limites et les risques éthiques de la gouvernance par les données.""";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.04 MES""}]";0;11;"fonds pro";title
413183;LIVRE;"200 questions, concours de bibliothèques";;"Valérie Schietecatte";978-2-7590-4899-1;9782759048991;2022;"Groupe Studyrama";"1 volume (539 p.)";"Un outil indispensable. Cet ouvrage est destiné aux candidats préparant les concours – externes, internes et 3e voie – de catégories A, B et C, ainsi que les examens professionnels réservés et d'avancement de la filière bibliothèque, qu'ils soient de la fonction publique d'État ou de la fonction publique territoriale. Ces 200 questions vous permettent de préparer efficacement les épreuves écrites et orales selon le concours ou l'examen professionnel choisi : magasinier, adjoint du patrimoine, bibliothécaire assistant spécialisé, assistant du patrimoine, bibliothécaire ou conservateur. Très complet, ce livre vous propose, outre le programme de l'ensemble des concours et examens professionnels, des conseils méthodologiques pour chacune des épreuves : la composition ; la note de synthèse ; la note administrative ; le questionnaire ; le dossier RAEP ; le commentaire de texte ; l'exposé et l'entretien face à un jury ; l'épreuve de classement ; les mises en situation professionnelle ; l'épreuve orale de traitement automatisé de l'information. Les grands thèmes : l'organisation de l'État et des collectivités territoriales ; l'Europe ; sociologie et économie de la culture ; l'enseignement en France ; les bibliothèques : histoire, typologie, publics et réseaux ; les documents : édition, typologie, circuit, catalogues et traitement intellectuel ; le service aux usagers : accueil, formation et action culturelle.";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""020.76 SCH""}]";0;11;"fonds pro";title
414348;LIVRE;"Le management du personnel en bibliothèques";;"par Joëlle Muller et Jean-Louis Muller";2-7654-0813-0;9782765408130;2001;"Éd. du Cercle de la Librairie";"1 vol. (212 p.)";"Les bibliothèques et les services de documentation sont entrés depuis une dizaine d'années dans l'ère de l'optimisation. Les pouvoirs de tutelle demandent des "" comptes "" sur les résultats obtenus, en rapport avec les moyens dispensés. Les compétences professionnelles des agents et des bibliothécaires s'accroissent, et le personnel attend de ses managers de bonnes conditions matérielles et psychologiques de travail, ainsi que des trajectoires professionnelles motivantes. Le directeur de bibliothèque et le responsable d'un service deviennent des professionnels du management. La bonne volonté, le bon sens et les bons sentiments ne suffisent plus. Aujourd'hui, le manager cultive et enrichit les connexions entre trois compétences managériales indispensables : Compétences stratégiques : anticiper, inventer le futur, donner du sens, proposer des scénarii, orienter les actions du personnel de la bibliothèque vers la qualité de service aux usagers. Compétences de gestion : initier des processus et conduire des projets, accompagner les changements, traiter les écarts entre objectifs et résultats, optimiser le rapport coût/efficacité de la bibliothèque. Compétences relationnelles : faire émerger la compétence collective, fédérer les cultures et les métiers dans la bibliothèque, relier la bibliothèque avec son environnement social et culturel. L'exercice des responsabilités d'encadrement dans une bibliothèque est un métier à part entière. Ce livre, par ses apports théoriques, ses nombreux conseils pratiques, ses exemples et sa proposition d'autodiagnostic des styles de management contribuera sensiblement à la professionnalisation des managers.";;"[{""library"": ""SJA"", ""location"": ""BUR"", ""callnumber"": ""025.1 MUL""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""023 MUL""}]";0;11;"fonds pro";title
415671;LIVRE;"Au bureau de la revue";"une histoire de la publication scientifique (XIXe-XXe siècle)";"Valérie Tesnière";978-2-7132-2880-3;9782713228803;2021;"Éditions EHESS";"1 vol. (412 p.)";"""Entre histoire des sciences et histoire de l'édition, Valérie Tesnière retrace une histoire de la publication scientifique et des ressorts du travail intellectuel, de la fin du XVIIIe siècle aux mutations numériques d'aujourd'hui. « Au bureau de la revue » est une adresse figurant sur les revues savantes au XIXe siècle, qui désigne aussi bien la rédaction scientifique que le lieu de diffusion. Le livre interroge le collectif qui se trouve derrière cette expression, ses aspirations et les tensions qui le traversent. La revue suscite un large engouement au lendemain de la Révolution française : la vie scientifique se structure désormais autour de la publication. Élément central de la science en construction, la revue traduit le mouvement de la recherche comme sa dimension collective. Auteurs et éditeurs s'allient pour renforcer la diffusion de ce qui devient le support privilégié des échanges du monde académique, donnant naissance à une nouvelle économie de la connaissance. Centré sur l'exemple de la production française éclairé par le contexte international, Au bureau de la revue approfondit les rôles des différents acteurs de la chaîne de publication ainsi que les fonctions et les formes éditoriales des publications, actuellement bousculées par le numérique.""";;"[{""library"": ""OCANI"", ""location"": ""SLO"", ""callnumber"": ""011258""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070 TES""}]";0;11;"fonds pro";title
415863;LIVRE;"Utile, utilisable, désirable";"redessiner les bibliothèques pour leurs utilisateurs | applying user experience design to your library";"[Aaron Schmidt, Amanda Etches";978-2-37546-008-5;;2016;"Presses de l'enssib";"1 vol. (258 p.)";"Useful, usable, desirable, publié par l'American Library Association (ALA) en 2014, est à la fois un manifeste et un guide pratique, proche du livre de recettes, résolument centré sur l'utilisateur des bibliothèques et qui permet de faire une auto-évaluation de son propre établissement et d'engager des chantiers d'amélioration des services aux publics. Ecrit dans un style très proche du guide touristique, interpellant le lecteur, il a pour ambition de s'adresser à tout professionnel des bibliothèques, quels que soient son grade, sa nationalité et l'établissement dans lequel il travaille.";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.5 SCH""}]";0;11;"fonds pro";title
415902;LIVRE;"Manager une équipe en bibliothèque";;"sous la direction de Françoise Hecquard";978-2-7654-1453-7;9782765414537;2014;"Éditions du Cercle de la librairie";"1 vol. (323 p.)";"Les bibliothèques françaises ont vu, ces dix dernières années, une évolution très importante des attentes et des modalités d'usage des publics, avec pour corollaire une transformation majeure de l'exercice du métier. Parallèlement à cela, le contexte socio-économique de crise actuel a pour conséquence une réduction globale des moyens, qui amène une diminution progressive des budgets mais aussi des effectifs, en particulier les effectifs d'encadrement. Les changements internes indispensables dans les établissements - développement de nouvelles compétences, modification des méthodes et outils de travail, prise en charge de nouvelles fonctions, etc. - ont donc tendance à se faire sous pression. Dans ce contexte complexe, comment les responsables peuvent-ils exercer avec efficacité et sérénité leur mission d'entraînement, de coordination, de soutien et de régulation des équipes ? [...]";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""023 MAN""}]";0;11;"fonds pro";title
416492;LIVRE;"Pérenniser le document numérique";;"séminaire INRIA, 2-6 octobre 2006, Amboise";"2-84365-087-9 | 978-2-84365-087-1";9782843650871;2006;"ADBS éd.";"1 volume (206 pages)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.04 PER""},{""library"": ""LASH"", ""location"": ""SL1"", ""callnumber"": ""001 PER""}]";0;11;"fonds pro";title
416513;LIVRE;Technodocumentation;"des machines informationnelles aux bibliothèques numériques";"Fabrice Papy";978-2-7462-1989-2;9782746219892;2009;"Hermès science | Lavoisier";"1 vol. (260 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.04 PAP""},{""library"": ""LASH"", ""location"": ""SL1"", ""callnumber"": ""025.04 PAP""}]";0;11;"fonds pro";title
416655;LIVRE;"Le métier de bibliothécaire";;"Association des bibliothécaires de France";978-2-7654-1397-4;9782765413974;2013;"Éditions du Cercle de la librairie";"1 volume (565 pages)";"""Depuis trente ans, les bibliothèques ne cessent d'évoluer, pour s'adapter à la société contemporaine et améliorer leur efficacité. Aujourd'hui, la révolution numérique oblige à repenser en profondeur leurs missions. De quoi seront faites les bibliothèques demain ? Quelle sera leur place dans la société de l'information mondialisée ? À l'heure où une nouvelle génération de bibliothécaires 'nés numériques' s'apprête à prendre le relais de celle qui a accompagné le développement de la lecture publique, la mue de la Bibliothèque nationale, le renouveau des bibliothèques universitaires, la réponse à ces questions passe par une approche complètement renouvelée. La nouvelle édition du 'Métier de Bibliothécaire' s'inscrit dans cette ambition. Elle propose à l'étudiant et au professionnel un parcours logique allant des missions assignées aux bibliothèques — missions éducatives, culturelles et sociales — aux techniques mises en œuvre pour traiter les ressources documentaires et organiser leur accès. La complexité croissante de ces techniques doit être maîtrisée ; mais elle ne doit jamais occulter la primauté du service à rendre au public, qui seul justifie les investissements consentis par la collectivité pour construire des lieux de bibliothèque, les animer et les faire vivre. Inscrites dans le tissu social, les bibliothèques d'aujourd'hui coopèrent entre elles, nouent des partenariats : les bibliothécaires doivent donc apprendre à travailler avec d'autres, à s'ouvrir au monde. C'est animés de cet esprit que les vingt-sept auteurs de ce livre se sont efforcés d'offrir un panorama précis et le plus complet possible d'un métier dont la nouveauté est, aujourd'hui, un attrait majeur."" [Source : 4e de couv.]";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""020.23 ASS""},{""library"": ""LASH"", ""location"": ""SL1"", ""callnumber"": ""020 ASS""},{""library"": ""DROIT"", ""location"": ""BUR"", ""callnumber"": ""020.3 ASS""},{""library"": ""LIEGEARD"", ""location"": ""SL"", ""callnumber"": ""025 ASS""}]";0;11;"fonds pro";title
416762;LIVRE;"La révolution du livre numérique";"état des lieux, débats, enjeux";"avec Marc Tessier, Bruno Racine, Jean-Noël Jeanneney,... [et al.]";978-2-7381-2575-0;9782738125750;2008;"O. Jacob";"1 vol. (208 p.)";"Une analyse des perspectives ouvertes par la numérisation de l'écrit du point de vue de l'intérêt du public et de celui des créateurs. Le Conseil d'analyse de la société tente de dégager un ensemble d'exigences et de solutions visant à relever le défi du numérique à travers un équilibre fécond entre l'ensemble des acteurs concernés par la production, la diffusion et la lecture des textes. Le rêve d'une bibliothèque universelle accessible à tous pourrait, grâce aux ordinateurs et à Internet, devenir bientôt réalité. Nul ne contestera le formidable progrès que représentera la possibilité, pour chacun, d'accéder à l'ensemble du patrimoine écrit de l'humanité. Pourtant, les conditions dans lesquelles cette idée prend corps déclenchent, de divers horizons, plusieurs levées de bouclier. Et de sombres prophéties se font jour touchant la marginalisation de la haute culture en général et de ses expressions francophones en particulier. Les créateurs et leurs héritiers risquent-ils de se voir spoliés de leur travail ou de leur propriété ? Editeurs et libraires y survivront-ils ? Quel sera l'avenir du livre papier ? Faut-il craindre que les géants du Net, tels Amazon ou Google, n'imposent leurs conditions à l'univers de la culture écrite ? Bref, ce rêve de liberté est-il voué à se transformer en cauchemar ou peut-on le sauver en combattant ses effets pervers ? Pour cerner les difficultés et repérer les lignes de force du débat, quelques-uns des meilleurs spécialistes de la question, tous des professionnels du livre, confrontent ici leurs points de vue et s'efforcent de dégager un ensemble d'exigences et de solutions visant à relever le défi.";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070.579 REV""}]";0;11;"fonds pro";title
417060;LIVRE;"La recherche dans les institutions patrimoniales";"sources matérielles et ressources numériques";"sous la direction de Mélanie Roustan";979-10-91281-84-3;9791091281843;2016;"Presses de l’Enssib";"1 vol. (198 p.)";"La démultiplication des objets institués en patrimoine, de leurs réplications numériques et des modalités de leur accès ont pour conséquence de transformer les façons de penser et de faire de la recherche dans les bibliothèques, musées et archives. Ces études s'intéressent aux espaces de travail des chercheurs, invitent à réfléchir aux conditions de numérisation, aux modalités du classement, etc.";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.04 REC""}]";0;11;"fonds pro";title
418138;LIVRE;"La grande numérisation";"y a-t-il une pensée après le papier ?";"Lucien X. Polastron";2-207-25669-3;9782207256695;2006;Denoël;"1 vol. (198 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.04 POL""}]";0;11;"fonds pro";title
418775;LIVRE;"Les bibliothèques en France";1991-1997;"sous la direction de Dominique Arot";2-7654-0706-1;9782765407065;1998;"Éd. du Cercle de la librairie";"1 volume (315 p.)";"Il manquait dans la littérature bibliothéconomique française un type d'ouvrage déjà couramment publié en Grande-Bretagne ou aux Etats-Unis : un bilan de l'activité des bibliothèques du pays pour une période donnée. Ce livre, qui couvre les années 1991-1997, se propose de combler cette lacune, avec l'objectif avoué d'une publication renouvelée tous les cinq ans. Les années considérées par cet ouvrage ont été en quelque sorte rythmées par l'édification et l'ouverture du nouveau bâtiment de la Bibliothèque nationale de France dans le quartier de Tolbiac à Paris mais aussi par les importants chantiers scientifiques qui, de manière moins visible, y étaient liés. A cette occasion, alors qu'elles entraient dans l'ère du numérique, les bibliothèques sont devenues objets de débat public. Les collections des bibliothèques françaises, leurs publics, l'espace même de leur action, leurs relations avec les acteurs du marché du livre, avec d'autres institutions éducatives et culturelles, leur rayonnement international, les cadres statutaires et législatifs qui régissent leur fonctionnement sont envisagés par les auteurs de ce bilan selon une perspective transversale qui s'efforce de dépasser les clivages institutionnels entre catégories d'établissements. Si l'important appareil bibliographique et chronologique sous-tendant les divers chapitres et les annexes de ce livre en fait un outil de référence indispensable à tous ceux qui veulent mieux connaître et mieux comprendre les bibliothèques en France, l'effort de synthèse des auteurs, qui n'exclut pas un regard personnel sur cette période, confère également à ces pages une fonction très précieuse de réflexion et de prospective.";;"[{""library"": ""MEDP"", ""location"": ""BUR"", ""callnumber"": ""Z 797 BIB""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""027 ARO""}]";0;11;"fonds pro";title
418982;LIVRE;"Construire des pratiques participatives dans les bibliothèques";;"sous la direction de Raphaëlle Bats";979-10-91281-58-4;9791091281584;2015;"Presses de l'Enssib";"1 volume (157 p.)";"""Participer et faire participer les citoyens, les publics ? Qui participe, comment et jusqu'où ? Que devient le professionnel avec ce nouveau paradigme ? Comment emporter l'adhésion des habitants ? De plus en plus de bibliothèques s'engagent activement dans la participation, selon des modalités et des niveaux d'implication variés. Cette mutation des pratiques renouvelle les réflexions engagées autour des publics : ne plus seulement mettre les publics au centre du cercle mais créer les conditions pour les accompagner à dessiner ce cercle. Savoirs partagés, co-construction, ""crowdsourcing"", ""empowerment"", démocratie participative... cet ouvrage propose un cadre de réflexion qui permettra aux bibliothécaires de construire leurs modes d'action entre PirateBox, BiblioRemix, comités d'usagers, design de service et autres formes de projets participatifs. Organisé en trois parties — ""Repenser la bibliothèque ensemble"", ""Partager les savoirs"", ""Décider ensemble ?"" — ce volume présente également un ensemble de témoignages de praticiens du sujet, en France et aux États-Unis, de la préfiguration d'une bibliothèque à son aménagement, en passant par la création de plates-formes collaboratives et de nouveaux services. L'expérience d'un musée et l'aventure d'un centre social viennent enrichir le panorama. Coordonné par Raphaëlle Bats, doctorante sur le sujet à Paris 7 et actuellement chargée des Relations internationales à l'Enssib, cet ouvrage collectif accompagnera les porteurs de projets mais aussi tous ceux qui souhaitent se lancer dans des démarches participatives.""";;"[{""library"": ""LIEGEARD"", ""location"": ""SL"", ""callnumber"": ""025 BAT""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""021.2 CON""}]";0;11;"fonds pro";title
422157;LIVRE;"Préparer le concours d'assistant territorial de conservation du patrimoine et des bibliothèques et d'assistant principal de 2e classe";"externe, interne et 3e concours | épreuves écrites et orales, spécialité Bibliothèque";"Clotilde Vaissaire-Agard, Françoise Quaire, Alain Patez";979-10-92272-47-5;9791092272475;2023;"Éditions KLOG";"1 vol. (377 p.)";"Vous trouverez dans cet ouvrage une préparation complète aux concours et examens professionnels d'Assistant territorial de conservation du patrimoine et des bibliothèques, et d'Assistant territorial de conservation du patrimoine et des bibliothèques principal de 2e classe (note de synthèse, questions, épreuve orale d’admission, épreuves facultatives) pour la spécialité Bibliothèque.";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""020.76 VAI""}]";0;11;"fonds pro";title
422158;LIVRE;"Préparer le concours de bibliothécaire";"interne | État et territorial | épreuves écrites et orales, catégorie A";"Clotilde Vaissaire-Agard, Françoise Quaire, Alain Patez";979-10-92272-45-1;9791092272451;2023;"Éditions KLOG";"1 volume (338 pages)";"""Cet ouvrage propose une préparation complète aux épreuves du concours interne de Bibliothécaire d'État – étude de cas, épreuves orales d'admission – et du concours interne de Bibliothécaire territorial spécialité Bibliothèques : étude de cas, note de synthèse, épreuves orales d'admission et épreuves facultatives. Il contient notamment • des corrigés détaillés de l'épreuve d'étude de cas des concours d'État 2017, 2019 et 2023 et des annales 2017 et 2020 du concours territorial en spécialité Bibliothèque ; • des corrigés détaillés de l'épreuve de note de synthèse du concours territorial 2014, 2017 et 2020 pour option Sciences exactes et naturelles et les techniques, 2017 pour l'option Lettres et sciences humaines ; •  un chapitre consacré au dossier RAEP pour le concours d'État ; • des exemples de correction pour les épreuves facultatives du concours territorial : traitement automatisé de l'information et épreuve de langue (annales de l'option anglais 2017) ; • des méthodes d'analyses appliquées ; • des conseils pratiques d'organisation ; • de nombreux schémas et tableaux explicatifs ; • une bibliographie / webographie sélective.""";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""020.76 VAI""}]";0;11;"fonds pro";title
422155;LIVRE;"Préparer le concours de magasinier principal des bibliothèques de 2e classe";"interne et externe | épreuves écrites et orales, catégorie C";"Nathalie Bailly, Alain Patez";979-10-92272-43-7;9791092272437;2023;"Éditions KLOG";"1 vol. (283 p.)l";"Vous trouverez dans cet ouvrage une préparation complète aux concours externe et interne de magasinier principal des bibliothèques de 2e classe. Il contient notamment : - une présentation du concours, des épreuves et de la fonction de magasinier - une méthodologie pédagogique et détaillée pour chacune des épreuves écrites et orales (note et questions pour l'admissibilité, classement et entretien avec le jury pour l'admission) - un rappel des règles utiles en arithmétique assorti d'exercices corrigés - les corrigés pas à pas de toutes les annales des épreuves écrites de 2011 à 2021 - tous les sujets d'annales depuis 2004 - un chapitre consacré à la préparation (auto-évaluation, planning, conseils) - une liste de sigles - une bibliographie-webographie sélective.""";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""020.76 BAI""}]";0;11;"fonds pro";title
423007;LIVRE;"200 questions";"concours de bibliothèques";"Valérie Schietecatte";978-2-7590-5211-0;9782759052110;2023;"Studyrama | Imprimerie Evoluprint";"1 volume (540 pages)";"""Un outil indispensable. Cet ouvrage est destiné aux candidats préparant les concours – externes, internes et 3e voie – de catégories A, B et C, ainsi que les examens professionnels réservés et d'avancement de la filière bibliothèque, qu'ils soient de la fonction publique d'État ou de la fonction publique territoriale. Ces 200 questions vous permettent de préparer efficacement les épreuves écrites et orales selon le concours ou l'examen professionnel choisi : magasinier, adjoint du patrimoine, bibliothécaire assistant spécialisé, assistant du patrimoine, bibliothécaire ou conservateur. Très complet, ce livre vous propose, outre le programme de l'ensemble des concours et examens professionnels, des conseils méthodologiques pour chacune des épreuves : la composition ; la note de synthèse ; la note administrative ; le questionnaire ; le dossier RAEP ; le commentaire de texte ; l'exposé et l'entretien face à un jury ; l'épreuve de classement ; les mises en situation professionnelle ; l'épreuve orale de traitement automatisé de l'information. Les grands thèmes : l'organisation de l'État et des collectivités territoriales ; l'Europe ; sociologie et économie de la culture ; l'enseignement en France ; les bibliothèques : histoire, typologie, publics et réseaux ; les documents : édition, typologie, circuit, catalogues et traitement intellectuel ; le service aux usagers : accueil, formation et action culturelle.""";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""020.76 SCH""}]";0;11;"fonds pro";title
411081;LIVRE;"Je prends mon poste de... directeur de médiathèque";;"Fabrice Anguenot,... Joël Clérembaux,... Thierry Giappiconi,...";978-2-8186-1395-5;9782818613955;2018;"Territorial éditions";"1 vol. (119 p.)";"La 4e de couv. indique : ""Acquérir, en 100 pages, un savoir-faire qui vous rendra directement opérationnel : rédigé dans un style synthétique, clair et direct, illustré d'exemples, enrichi de conseils et d'astuces d'experts, de cas pratiques et de quiz, ""Je prends mon poste de directeur de médiathèque"", dans la collection ""Les 100 premiers jours"", vous permettra d'aborder sereinement vos nouvelles fonctions ou de perfectionner vos connaissances. En bibliothèque-médiathèque, les bouleversements techniques, institutionnels et sociaux donnent tout leur sens à la démarche de prise de poste, loin de la simple succession de missions et de procédures immuables. A la lumière des ambitions de la lecture publique et des opportunités ouvertes par le mouvement de transition bibliographique en cours, cet ouvrage apporte des éléments de méthode nécessaires à la définition d'un projet répondant aux enjeux d'aujourd'hui. Il expose pas à pas les composantes techniques et organisationnelles de la construction de ce projet, susceptible d'assurer le succès de votre prise de poste auprès des élus et des personnels, dans une conjoncture budgétaire défavorable. Chaque point complexe abordé renvoie au chapitre correspondant du classeur Manager une bibliothèque territoriale, paru chez Territorial Editions.""";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""023 ANG""}]";0;11;"fonds pro";title
